name,latitude,longitude,description,info,type,status
Bowers Ltd,-4.550684,-39.598039,Property build itself window development dark right. Mission quality threat hair cover operation certain life.,"{""address"": ""605 Shannon Park\nCameronport, SC 65208"", ""website"": ""http://torres.com/""}",BAR,ACTIVE
"Robinson, Williams and Love",-4.929293,-39.169159,Though include ahead manage. Executive toward community perhaps every. Positive professor standard generation prove letter way Republican.,"{""address"": ""USNV Hartman\nFPO AE 33615"", ""website"": ""https://www.hall.com/""}",CAFE,ACTIVE
"Ramirez, Chavez and Hall",-4.845272,-39.13446,Career data machine onto. Total tough board build maybe have third exist. Bed your generation themselves quite both.,"{""address"": ""380 Denise Port Suite 556\nNorth Edgarview, VI 14754"", ""website"": ""http://powell.org/""}",CAFE,ACTIVE
"Shaw, Smith and Cochran",-4.969685,-39.013592,Popular hundred name student activity mother send idea. Middle expect speech decade white. That lawyer glass lawyer stage.,"{""address"": ""7840 Robles Isle Suite 952\nRayton, NC 22756"", ""website"": ""http://johnson.com/""}",BREWERY,ACTIVE
Mcconnell-Jones,-4.228627,-39.191326,Treatment trip probably together focus page adult. Information head suggest cold professor huge. Course with become. Campaign price more heart very.,"{""address"": ""58895 Erin Cove\nNorth Taylormouth, OH 96511"", ""website"": ""http://bishop-jones.org/""}",NIGHTCLUB,ACTIVE
"Hammond, Lopez and Wells",-4.419226,-39.045132,Too choose mother newspaper meet none. Enjoy light garden kind apply catch create. Whether indeed free process.,"{""address"": ""Unit 6487 Box 5551\nDPO AE 85240"", ""website"": ""https://williams.net/""}",COCKTAIL_BAR,ACTIVE
Harrell-Salinas,-4.372464,-38.809104,Ready your road big decade dream. Relationship Republican side letter particular hotel floor. Experience safe late box way company try seem.,"{""address"": ""PSC 2282, Box 5283\nAPO AE 32806"", ""website"": ""https://www.cameron.net/""}",PUB,ACTIVE
Watson LLC,-4.31908546393279,-38.7413160502911,According between itself recently debate something form one.,"{""address"": ""545 Steven Creek\nWoodland, ME 03301"", ""website"": ""http://www.black-buck.com/""}",WINERY,ACTIVE
Shepard-Romero,-4.220332,-38.700745,Security medical most. Goal reality great soldier arm her. Establish economic west could get describe paper.,"{""address"": ""594 Katie Fields Suite 970\nEast Barry, RI 55448"", ""website"": ""http://www.estrada.org/""}",ROOFTOP_BAR,ACTIVE
"Walls, Grant and Benton",-4.22451406983983,-38.7299743294716,Pick moment apply walk. Check itself thus their later beyond. Not window trouble experience player sometimes marriage gas.,"{""address"": ""351 Rachel Ville Apt. 065\nEast Sherry, NE 88435"", ""website"": ""https://smith.com/""}",CAFE,ACTIVE
Perry PLC,-4.33165192939925,-38.8804113864899,Firm music which. Let sort anything nation. Parent statement general production nice specific participant.,"{""address"": ""03120 Weber Lodge Apt. 488\nJamesfurt, MD 91405"", ""website"": ""http://lewis.info/""}",BAR,ACTIVE
"Paul, Hall and Campos",-4.329278,-38.882862,Sign matter final letter staff product finally. Pressure drive small finally story mother.,"{""address"": ""069 Parker Keys\nMatthewberg, MS 90761"", ""website"": ""https://www.good.org/""}",BAR,ACTIVE
Smith-Martinez,-4.260411,-38.931732,Consider them hour themselves run significant area. Treat to no do radio her.,"{""address"": ""6370 Brown Trafficway Apt. 782\nSouth Adamview, AK 15544"", ""website"": ""https://contreras-morales.info/""}",PUB,ACTIVE
Wang LLC,-4.226835,-38.921185,Although red special trouble name. Inside pattern simply rise compare science everybody.,"{""address"": ""PSC 1841, Box 2366\nAPO AA 71138"", ""website"": ""http://sanchez.com/""}",PUB,ACTIVE
"Mills, Martinez and Rojas",-4.208012,-38.97411,Prevent effect herself within nearly century set. Statement interest much rich rule skin certainly good. Because hospital necessary each both.,"{""address"": ""04744 Isabella Well\nNorth Jennifer, MO 83727"", ""website"": ""http://johnson.info/""}",RESTAURANT,ACTIVE
English Group,-4.077061,-38.949264,Small member game especially few. Crime idea his real take list. See this size international sit oil light. Rise team under middle recent resource quite.,"{""address"": ""24531 Sanchez Lights Suite 641\nLopezport, HI 04826"", ""website"": ""https://harris-white.org/""}",RESTAURANT,ACTIVE
Watson and Sons,-4.024768,-38.932518,About country let reason. Wonder degree rich kind able today perhaps.,"{""address"": ""PSC 0174, Box 9557\nAPO AA 26080"", ""website"": ""http://www.williams.net/""}",WINERY,ACTIVE
Jones Inc,-4.10188874090294,-39.0580835938454,Condition particularly of other seek. Those parent inside size. Street need wish purpose.,"{""address"": ""9092 Miller Branch Apt. 732\nHayesview, LA 27771"", ""website"": ""http://cervantes.com/""}",FOOD_TRUCK,ACTIVE
Walker-Allen,-4.360537,-39.323832,Again market little walk usually. Instead woman else compare professor take.,"{""address"": ""7439 Bates Estates\nSouth Rose, WA 77188"", ""website"": ""https://www.collins.com/""}",BAR,ACTIVE
Hamilton LLC,-3.52406573838852,-39.6049772948027,Player politics official wide idea protect message resource. Reach range bag movement. Effect or last charge.,"{""address"": ""USCGC Nguyen\nFPO AP 27740"", ""website"": ""https://www.adams.org/""}",ROOFTOP_BAR,ACTIVE
Leonard-Manning,-3.53175544838204,-39.597329646349,Poor however college office drop thought happen. Sell again animal cell.,"{""address"": ""4027 Underwood Mountain Apt. 968\nDelgadomouth, AL 17840"", ""website"": ""https://www.bishop.com/""}",NIGHTCLUB,ACTIVE
Johnson-Wallace,-3.498859,-39.579808,Wait reality special say conference again. Benefit safe base country answer however everything. Quite see culture fill authority.,"{""address"": ""105 Morrison Roads Apt. 805\nAshleyhaven, KY 99079"", ""website"": ""http://www.cruz.org/""}",BAR,ACTIVE
"Mcmillan, Bolton and Dunn",-3.5024,-39.578705,Mrs who purpose media mother box together.,"{""address"": ""PSC 6938, Box 7961\nAPO AA 66542"", ""website"": ""http://www.miller-weaver.com/""}",COCKTAIL_BAR,ACTIVE
Green-Hubbard,-3.512973,-39.547285,Develop seek fine report admit realize. At share term education relationship. Away main green whole.,"{""address"": ""PSC 3631, Box 2943\nAPO AE 79962"", ""website"": ""http://hoover.com/""}",RESTAURANT,ACTIVE
Pacheco Group,-3.59966733993973,-39.4346322119236,Myself story west miss they. Cold then southern far they. Better beat suggest real property.,"{""address"": ""32412 Mary Fall\nPort Thomas, CT 65525"", ""website"": ""https://www.shelton-brown.com/""}",RESTAURANT,ACTIVE
"Martinez, Walters and Grant",-3.67727721007864,-39.3485789000988,Nearly score treatment anything. Decide admit clear modern yard significant capital why. Provide tree policy ten rate song leg.,"{""address"": ""58395 Teresa Hill\nJohnsonshire, NV 17252"", ""website"": ""https://www.romero.com/""}",ROOFTOP_BAR,ACTIVE
"Porter, Anderson and Crosby",-3.69879,-39.576592,Anything surface arm Mr lead partner. Study ago must.,"{""address"": ""369 John Point Suite 849\nPort Theresaport, MA 57876"", ""website"": ""https://morris.com/""}",NIGHTCLUB,ACTIVE
Walker LLC,-3.790701,-39.267433,Executive real executive want wait policy. Computer company society American lot include wife. Magazine particularly current anyone southern.,"{""address"": ""USNS Robinson\nFPO AA 24020"", ""website"": ""https://ward-peterson.com/""}",LOUNGE,ACTIVE
Chang Ltd,-3.67453,-39.234653,Who group thus conference give always. Young any on table marriage. Turn safe southern woman crime degree.,"{""address"": ""65111 Christy Glen\nSouth Nataliemouth, NM 24969"", ""website"": ""https://chung-alvarez.net/""}",NIGHTCLUB,ACTIVE
Mcdaniel-Martin,-3.67460988779091,-39.1029462218285,Area grow allow campaign particular east many. Environment both if heavy specific.,"{""address"": ""45939 Andrea Ville Apt. 338\nMillerview, IL 90096"", ""website"": ""http://phillips.com/""}",RESTAURANT,ACTIVE
Roberts LLC,-3.89560199987004,-38.686096072197,Data herself foreign.,"{""address"": ""945 Richard Extensions Suite 148\nNew Eugene, NC 24263"", ""website"": ""https://www.smith.com/""}",BAR,ACTIVE
Boyer-Bryant,-3.74362,-38.666755,Capital local whole try. Drop drug budget artist purpose because expect. Onto the rise now father.,"{""address"": ""341 Brown Circle\nEast Andreaville, SC 60435"", ""website"": ""https://www.burke.com/""}",COCKTAIL_BAR,ACTIVE
Johnson-Santiago,-3.611849,-38.962582,So while cause environmental official couple task value. Through candidate newspaper property risk.,"{""address"": ""334 Valencia Ramp Suite 699\nPhillipsfurt, AK 66638"", ""website"": ""http://myers-douglas.org/""}",FOOD_TRUCK,ACTIVE
Calhoun PLC,-3.578794,-38.830171,Middle down accept president stuff. Which per program state each you enjoy. Trouble born any if drop young miss address. To work under reach.,"{""address"": ""16724 Henry Meadow\nNew Christina, RI 39140"", ""website"": ""http://www.mclaughlin.com/""}",CAFE,ACTIVE
Roman Inc,-3.64222966062507,-38.7038395553827,Health never special. Probably special them these debate whatever morning. Nearly white safe professional grow marriage their. School of factor among citizen.,"{""address"": ""145 Taylor Dale Suite 829\nSouth Amanda, IA 89568"", ""website"": ""http://strickland.net/""}",ROOFTOP_BAR,ACTIVE
Lutz-Lamb,-3.61308796564943,-38.7625953555107,Successful money design discover provide evidence. Important last focus bank mouth toward. Economic behavior morning prevent thousand meeting weight.,"{""address"": ""Unit 4328 Box 7652\nDPO AP 32884"", ""website"": ""https://hernandez.com/""}",BAR,ACTIVE
Thomas Group,-3.549862,-38.823143,Chance campaign decide garden bed often affect despite. Strategy market suggest bill include exist.,"{""address"": ""63605 Meyer Field Suite 288\nWest Stephen, IA 50966"", ""website"": ""http://mendoza.com/""}",SPORTS_BAR,ACTIVE
Owen and Sons,-3.553664,-38.839767,Pass gas half me manage. Another my real entire morning between discuss. Else class cup control however.,"{""address"": ""70436 Catherine Burgs\nWhitakerville, MA 74205"", ""website"": ""https://little.biz/""}",FOOD_TRUCK,ACTIVE
"Madden, Hughes and Newton",-3.552642,-38.893593,Southern measure imagine project lawyer blue movie. Three technology common goal color positive. Share both table able anything generation.,"{""address"": ""0082 Sarah Glens\nWest Shanechester, ND 74624"", ""website"": ""https://smith.com/""}",BREWERY,ACTIVE
"Fitzgerald, Morales and Smith",-3.514076,-38.896195,President land mention ever seven. Decide join write history church million natural. Natural one east society. Rather face whose same example rock.,"{""address"": ""410 Obrien Glens Suite 809\nNicholsside, NC 13815"", ""website"": ""https://www.young.com/""}",WINERY,ACTIVE
Reeves PLC,-3.44055,-39.148952,Itself policy public.,"{""address"": ""117 Gordon Path Apt. 982\nRonaldtown, MP 82565"", ""website"": ""http://simpson.biz/""}",WINERY,ACTIVE
Murray-Beard,-3.532727,-39.074103,Watch language must movie. The economic about main fight character rule down.,"{""address"": ""1465 Leslie Shoals\nJesseton, KY 99783"", ""website"": ""http://www.smith.com/""}",NIGHTCLUB,ACTIVE
Kennedy-Mccarty,-3.285605,-39.266636,Agency trip stage actually. Science prevent force early act. Specific economic one.,"{""address"": ""12306 Davis Mall Apt. 472\nLake Jillian, NH 50418"", ""website"": ""https://www.garcia.biz/""}",PUB,ACTIVE
Pena-Bates,-3.41782,-39.026821,Manage figure name hope PM song church. Agree good successful. Position suffer class environment.,"{""address"": ""91447 Mathis Isle Suite 694\nGeorgestad, WA 30509"", ""website"": ""http://martinez-jones.biz/""}",RESTAURANT,ACTIVE
Yates PLC,-3.14201588416424,-39.7012853622437,Which series my fire. Different yes author.,"{""address"": ""5401 Mosley Branch\nLake Joseph, CO 53283"", ""website"": ""https://wall-butler.biz/""}",WINERY,ACTIVE
Knight and Sons,-3.369875,-39.826653,Least program building sure. Dream above such property want. Particularly business agent last measure know.,"{""address"": ""09111 Watts Terrace Suite 972\nRaymondland, AL 80444"", ""website"": ""https://price.biz/""}",WINERY,ACTIVE
"Dixon, Stanley and Larson",-2.926525,-39.906071,Already edge wonder. West turn nation way or. Candidate word treatment box firm.,"{""address"": ""74026 Santiago Mill Apt. 360\nSinghborough, WA 05312"", ""website"": ""https://www.morgan-gamble.net/""}",ROOFTOP_BAR,ACTIVE
Thompson PLC,-3.815675,-38.45472,Strong leave home fly. Director movement fly fish member just church.,"{""address"": ""4255 Randy Flats Apt. 346\nNew Cesar, RI 15573"", ""website"": ""https://francis.com/""}",BAR,ACTIVE
Hines-Arnold,-3.800805,-38.478532,With budget study red. Against Congress speech recognize sit.,"{""address"": ""USS Thomas\nFPO AE 21536"", ""website"": ""http://www.esparza.com/""}",WINERY,ACTIVE
Eaton and Sons,-3.788054,-38.462461,Pretty wall meeting fight participant past. True data nature film. Indeed stage believe whole but coach.,"{""address"": ""36604 Amanda Motorway Apt. 382\nJodiborough, NM 87485"", ""website"": ""http://www.bird.com/""}",COCKTAIL_BAR,ACTIVE
Turner-Lang,-3.777976,-38.481256,Ability treat plant authority major. About follow beautiful many. Reach wind fund foreign. Voice purpose allow mention director.,"{""address"": ""12106 Burke Corners\nPaynemouth, PW 58648"", ""website"": ""https://hill-baker.com/""}",LOUNGE,ACTIVE
Walton Inc,-3.76229,-38.479261,Ready help security school under prevent attack. Establish prepare sense suggest. Increase although thank group kitchen western big.,"{""address"": ""59630 Stewart Burgs\nRachelville, FM 31299"", ""website"": ""https://todd.com/""}",NIGHTCLUB,ACTIVE
"Mills, Reyes and Caldwell",-3.74748425468617,-38.4745324775577,Maintain to task fund great. Thousand international idea action. Finally each interview significant foreign.,"{""address"": ""708 Amy Road\nPort Patrick, WY 37553"", ""website"": ""https://www.noble-fry.biz/""}",BAR,ACTIVE
Green Inc,-3.745732,-38.477154,Adult activity central section leg explain. Hear information down article.,"{""address"": ""61310 Ross Way Suite 215\nBrianshire, NH 66956"", ""website"": ""https://adkins-brown.com/""}",CAFE,ACTIVE
"Garza, Harrison and Miller",-3.738605,-38.457352,While news establish new since business. Its year because whatever. To exactly water country. Do out door.,"{""address"": ""605 Montgomery Overpass\nNorth Keith, AR 34223"", ""website"": ""https://smith.biz/""}",NIGHTCLUB,ACTIVE
Guerra PLC,-3.740366,-38.453737,Today pretty decade fill structure course. Address audience lot Mr body.,"{""address"": ""USNS Moore\nFPO AA 90144"", ""website"": ""http://www.ball-delacruz.com/""}",BREWERY,ACTIVE
King-Jenkins,-3.741678,-38.4535,Lot school wind race seven. Ready season story these if range. Will music point nice listen Democrat.,"{""address"": ""1442 Cole Port\nLindsaytown, OR 37267"", ""website"": ""http://bond.com/""}",SPORTS_BAR,ACTIVE
Rojas-Nash,-3.73496,-38.458021,Sell kind chance late area. Writer true figure along modern.,"{""address"": ""8580 Bowman Lakes\nPort Stephanieview, MA 79835"", ""website"": ""http://www.dixon.com/""}",BAR,ACTIVE
"Martin, Meyer and Andrade",-3.73540946012715,-38.4620329141944,Institution policy bag food entire. All article especially almost about her anything. Us avoid grow.,"{""address"": ""3918 Weeks Knoll Apt. 822\nWest Jenniferchester, HI 10788"", ""website"": ""http://www.holden.net/""}",BAR,ACTIVE
Thomas-Smith,-3.724404,-38.481892,National owner west list realize central study. Item black tough.,"{""address"": ""974 Rogers Islands Suite 407\nLauraland, PA 77892"", ""website"": ""http://smith.net/""}",FOOD_TRUCK,ACTIVE
Olsen-Fernandez,-3.725708,-38.521601,Blood top might approach crime care. She traditional serious near ball forget authority.,"{""address"": ""USCGC Mueller\nFPO AP 67142"", ""website"": ""http://www.garcia.com/""}",BAR,ACTIVE
Zimmerman-Hudson,-3.72900401120211,-38.5156363248825,Organization they him social kid. Only though new. Kid suddenly fall record medical.,"{""address"": ""046 Robert Union Apt. 776\nPort Nicholasberg, MS 57367"", ""website"": ""http://www.colon.biz/""}",BAR,ACTIVE
Brooks Ltd,-3.735559,-38.501655,Board painting easy ever trouble. A green focus science yourself seek wrong. Rock itself far other quite hit light.,"{""address"": ""994 Craig Spring\nPort Jenniferfurt, ND 59478"", ""website"": ""http://herrera.com/""}",CAFE,ACTIVE
Mathis-Williams,-3.743228111728,-38.48795604,Modern reflect interest already professor suggest. Way want race street.,"{""address"": ""1073 Mcintyre Port Apt. 158\nSouth Jennachester, MN 57394"", ""website"": ""https://www.schmitt.com/""}",RESTAURANT,ACTIVE
"Sanchez, White and Mitchell",-3.736509,-38.49971,Century happy can know own. Maybe those start the.,"{""address"": ""68358 Jason Isle\nSamanthaville, OR 43661"", ""website"": ""https://lawson-gallagher.com/""}",ROOFTOP_BAR,ACTIVE
Adams PLC,-3.743599,-38.501162,Probably believe source their pay part yard. Receive interesting evening ok. Image station plant animal.,"{""address"": ""31716 Dana Bypass\nJonathanmouth, AL 82610"", ""website"": ""https://torres.com/""}",ROOFTOP_BAR,ACTIVE
Costa-Roberts,-3.768496,-38.493633,Computer could bad some small into throw. Level size look without head doctor doctor. Small speak throw reveal miss. Trade coach majority memory.,"{""address"": ""603 Matthew Square\nWest Aaronport, OR 81670"", ""website"": ""https://www.lopez.net/""}",FOOD_TRUCK,ACTIVE
King Ltd,-3.752171,-38.507385,Half they task meeting process behavior. Table worker huge walk lawyer. Perform dog people.,"{""address"": ""3112 Melissa Fords Apt. 372\nPort Jonathan, MS 34240"", ""website"": ""https://www.morgan-hernandez.com/""}",PUB,ACTIVE
Lopez Inc,-3.75425590819375,-38.5210720896066,Detail capital several development. Career investment television choice so agreement three. Impact receive personal certainly stage note have.,"{""address"": ""187 Rollins Crest\nPort Holly, MS 30528"", ""website"": ""http://thornton.org/""}",LOUNGE,ACTIVE
Griffin-Hebert,-3.753466,-38.51867,Simply throw current. Wish run tree establish third. High peace voice provide send.,"{""address"": ""516 Dickson Trace\nSheltonstad, CO 23533"", ""website"": ""https://www.pena-mendoza.biz/""}",ROOFTOP_BAR,ACTIVE
"Spencer, Taylor and Cohen",-3.743324,-38.512518,Explain practice how dinner per eye. Against charge where great. Mission space note.,"{""address"": ""19939 Shawn Rapid\nGonzaleztown, UT 25260"", ""website"": ""https://www.west.com/""}",LOUNGE,ACTIVE
Griffin PLC,-3.740256,-38.541178,Likely girl another imagine with reason sing consumer. Job lose surface generation box picture. Create food pressure age.,"{""address"": ""34262 Christina Locks Apt. 169\nEast Michael, OH 25032"", ""website"": ""https://greer.com/""}",FOOD_TRUCK,ACTIVE
Willis and Sons,-3.752851,-38.528507,Thousand last go seat bad but. Region give girl education front lead shoulder. Improve child follow old.,"{""address"": ""797 Davis Harbor\nHendersonport, VI 46387"", ""website"": ""https://henderson.com/""}",LOUNGE,ACTIVE
"Wilkinson, Mclean and Arnold",-3.754619,-38.551791,Career law pretty wonder traditional war. Member order oil old. Point her build hope door theory treat.,"{""address"": ""75239 Ayers Shores\nDeborahhaven, GU 02954"", ""website"": ""http://padilla.com/""}",PUB,ACTIVE
Jones PLC,-3.730823,-38.583271,Lawyer create send too scientist. Artist bank type decide attack. Magazine chair history public science letter. Best for exactly.,"{""address"": ""660 Erin Canyon Apt. 002\nChadton, CA 02603"", ""website"": ""https://ochoa.com/""}",NIGHTCLUB,ACTIVE
Carroll-Wade,-3.709104,-38.596607,Conference respond sense suddenly. Owner throughout system too us step keep drug.,"{""address"": ""USS Thomas\nFPO AE 17667"", ""website"": ""https://hoffman.info/""}",COCKTAIL_BAR,ACTIVE
"Porter, Simon and Hernandez",-3.74362901454,-38.58522012,Indicate still ever enough draw standard a.,"{""address"": ""2861 Hunter Forges\nPort Matthewshire, CO 56820"", ""website"": ""http://boyd.com/""}",SPORTS_BAR,ACTIVE
Jackson LLC,-3.73737080508742,-38.5694092512131,Deep nature letter prove television you.,"{""address"": ""9660 Patrick Gateway\nPort Brendan, MP 12962"", ""website"": ""http://wilkins.com/""}",ROOFTOP_BAR,ACTIVE
Coleman Group,-3.737409,-38.570398,People leg another. Loss prevent century despite you rate.,"{""address"": ""391 Phillips Mill\nNew Alyssaport, NJ 05035"", ""website"": ""http://www.vasquez.biz/""}",NIGHTCLUB,ACTIVE
Alvarez and Sons,-3.779895,-38.57909,Respond activity method prepare game list.,"{""address"": ""92081 Kylie Flats Suite 392\nDavisfurt, TN 17023"", ""website"": ""http://gonzalez.com/""}",WINERY,ACTIVE
"Rose, Farmer and Gonzalez",-3.814735,-38.620964,Financial especially you movement bring. Treat a buy believe. Pressure deep party available simple respond matter however.,"{""address"": ""218 Drew Points\nHuberport, KY 08224"", ""website"": ""https://www.greene.org/""}",BREWERY,ACTIVE
Bell-Williams,-3.802849,-38.603174,Live north same ask would theory. Side together TV.,"{""address"": ""865 Oscar Station\nNorth Kendra, SC 11521"", ""website"": ""http://www.harper.com/""}",NIGHTCLUB,ACTIVE
"Graham, Moore and Wilson",-3.798339,-38.571401,Every lose present easy always field better.,"{""address"": ""2652 Derek Underpass Apt. 633\nNorth Phillipberg, OK 81206"", ""website"": ""http://www.johnson.com/""}",RESTAURANT,ACTIVE
"Robinson, Quinn and Carter",-3.801767,-38.537922,Front each follow oil enter. Trip tough major factor with. Cover care she door save position security.,"{""address"": ""05555 Martin Run Apt. 910\nMelissatown, VI 80853"", ""website"": ""http://garcia.biz/""}",RESTAURANT,ACTIVE
"Lopez, Reid and Key",-3.810338,-38.554775,Sister order education product. Local put raise yet sure. Parent instead nothing strategy guess.,"{""address"": ""723 Hamilton View Apt. 815\nNorth Claireview, TN 45274"", ""website"": ""http://www.jenkins.net/""}",ROOFTOP_BAR,ACTIVE
"Allen, Perez and Walsh",-3.78161632382977,-38.5519869625568,Information reflect himself dream fact ok war. Student both century spring.,"{""address"": ""USCGC Smith\nFPO AA 50485"", ""website"": ""https://www.conner.net/""}",WINERY,ACTIVE
Rivera Ltd,-3.774786,-38.515199,Decade yourself or modern here. Performance trip whom money month network fast car.,"{""address"": ""557 Wood Road Apt. 530\nJustinberg, WI 32156"", ""website"": ""https://sanders.biz/""}",RESTAURANT,ACTIVE
"Garcia, Bennett and Cervantes",-3.807027,-38.498198,Class chance purpose his write. Table common each onto.,"{""address"": ""60236 Thompson Cliff Apt. 804\nNorth Robertberg, OR 17400"", ""website"": ""http://www.byrd.com/""}",ROOFTOP_BAR,ACTIVE
Mckay LLC,-3.80289480142663,-38.4964406937934,Once business open crime develop happen. Feeling find pattern crime study court. Rich per moment any.,"{""address"": ""889 Catherine Parks Suite 021\nSherylbury, KY 63337"", ""website"": ""https://www.james.net/""}",PUB,ACTIVE
Espinoza Inc,-3.864976,-38.499091,Organization mission require security. Join partner court yourself couple later agency. Question clearly me center too stage time.,"{""address"": ""75787 David Oval\nPatriciamouth, IN 48020"", ""website"": ""https://www.vaughn.info/""}",SPORTS_BAR,ACTIVE
Hughes LLC,-3.831046,-38.611278,Medical book door most raise. Purpose rock center begin. Final near practice husband left theory.,"{""address"": ""77393 Perkins Orchard\nNorth Brianna, NE 62078"", ""website"": ""https://lozano-sutton.com/""}",ROOFTOP_BAR,ACTIVE
Fletcher Ltd,-3.875619,-38.600606,Reality outside probably away popular report cup during.,"{""address"": ""95900 Vanessa Courts Apt. 703\nEast Mindy, SC 52852"", ""website"": ""http://www.smith-white.com/""}",WINERY,ACTIVE
Serrano-Hanson,-3.893331,-38.463539,For thousand civil. Major house face however foreign picture quickly. Put a various child always.,"{""address"": ""902 Christopher Station\nPittmanton, MH 43137"", ""website"": ""http://wilkerson.info/""}",CAFE,ACTIVE
Peterson-Rosales,-3.875345,-38.464315,Wide hot call worker result.,"{""address"": ""91811 Alexander Motorway Suite 296\nLake Derekborough, WA 44642"", ""website"": ""https://russell.com/""}",CAFE,ACTIVE
"Johnson, Graham and King",-3.859849,-38.464251,Party claim figure between. Car state purpose heart trouble head those. Remain want note visit blood yeah possible.,"{""address"": ""13457 Joseph Point\nPort Ericchester, AZ 79899"", ""website"": ""https://sullivan.com/""}",BREWERY,ACTIVE
Davis and Sons,-3.903803,-38.391589,Mr threat accept deal hard the. Be off hospital law senior else agent four. Still rest according national to value picture half.,"{""address"": ""890 Ian Street\nWilsonville, IL 96788"", ""website"": ""https://welch-reynolds.net/""}",BREWERY,ACTIVE
Frazier-Abbott,-3.859746,-38.385093,Role money thus everyone southern American. Sport adult I heavy somebody news work. Reduce especially word send off coach thing.,"{""address"": ""46979 Freeman Knolls Suite 314\nNorth Cynthiaport, NJ 33078"", ""website"": ""http://phillips-cooley.com/""}",BAR,ACTIVE
"Rogers, Ingram and Terry",-3.903461,-38.352716,Must herself speak tell arrive several sign.,"{""address"": ""6159 Hughes Cliff Suite 018\nEast Rachel, WA 57489"", ""website"": ""https://martin.com/""}",BREWERY,ACTIVE
Johnson PLC,-3.923417,-38.324001,Four various standard usually. Teach room black include ready week. Serve game production body itself cell material. Financial bag civil bar big.,"{""address"": ""614 Bradley Ville Suite 041\nJasonfurt, MA 46749"", ""website"": ""https://mosley.info/""}",PUB,ACTIVE
Jones-Thomas,-3.948154,-38.350531,Way future section within accept smile. Such something against other.,"{""address"": ""715 Lisa Road\nWest Jennifer, OR 14081"", ""website"": ""http://beard.com/""}",SPORTS_BAR,ACTIVE
Torres-Davenport,-2.82207903026688,-40.4119688272476,Nor better term. Good claim quickly move summer.,"{""address"": ""USCGC Stewart\nFPO AP 28624"", ""website"": ""https://www.ferguson-johnson.net/""}",FOOD_TRUCK,ACTIVE
"Leon, Cummings and Frazier",-2.880809,-40.119482,Decide husband store agreement. Bank of place involve. Game explain peace commercial believe night.,"{""address"": ""11529 Monica Fork Apt. 497\nEast Adamview, MT 98369"", ""website"": ""https://www.kelly.com/""}",COCKTAIL_BAR,ACTIVE
Ferguson and Sons,-2.92026427010265,-40.1747569441795,Doctor position consumer popular guy speech sister. After something similar themselves buy drug. Hour him effort beautiful admit law.,"{""address"": ""3154 Jacob Expressway Suite 628\nKimberlymouth, ND 78165"", ""website"": ""https://bailey.com/""}",PUB,ACTIVE
Hall-Spears,-2.896169,-40.449361,Choose city court tell. Know become knowledge. Stock perform lay term garden.,"{""address"": ""7704 Joshua Extensions\nNorth Renee, RI 49900"", ""website"": ""http://fernandez.com/""}",LOUNGE,ACTIVE
Baker PLC,-3.125168,-40.150368,Investment design several rather television arrive sometimes. Yard hand though guess he. Make image short himself customer customer. A consider bit energy war late election.,"{""address"": ""92668 Lisa Fort\nEast Edward, NV 93661"", ""website"": ""http://www.miller-campbell.org/""}",RESTAURANT,ACTIVE
Hill Group,-3.601786,-40.45854,Loss certainly community writer your final. Nearly hope space particular card from fall.,"{""address"": ""6944 Dwayne Locks\nPort Cynthia, GA 76729"", ""website"": ""https://www.smith.com/""}",PUB,ACTIVE
Parrish-Murphy,-3.670724,-40.350407,Question arrive too mention fund prove cell. Case treatment person game drop life.,"{""address"": ""6929 Tina Ports\nWest Williamview, PR 47133"", ""website"": ""http://kirby.com/""}",NIGHTCLUB,ACTIVE
"Smith, Sanchez and Johnson",-3.706449,-40.331878,Staff agree smile find law claim computer.,"{""address"": ""94447 Ashley Inlet Suite 514\nPort Timothy, UT 27404"", ""website"": ""https://buckley.info/""}",SPORTS_BAR,ACTIVE
Davis and Sons,-3.707026,-40.336425,Amount despite real many man blue really. Capital appear record gas however word travel. Contain couple magazine record.,"{""address"": ""6466 Mills Prairie Suite 323\nReesemouth, MA 59850"", ""website"": ""http://www.juarez.org/""}",BAR,ACTIVE
"Wheeler, Terry and Williams",-3.58319591852743,-40.546068817373,Value raise group fear. Purpose bed television rather his tend economic important. Building onto many child require buy happy.,"{""address"": ""64432 Chapman Crossroad Apt. 914\nJuliemouth, CA 17774"", ""website"": ""http://www.greene-hendrix.com/""}",SPORTS_BAR,ACTIVE
Newton-Garcia,-3.520424,-40.34674,Society rather option such far wall away. Hour box when international defense sport.,"{""address"": ""67666 Sellers Alley\nWalkerchester, AR 43858"", ""website"": ""https://www.singh.com/""}",COCKTAIL_BAR,ACTIVE
Williams Inc,-3.801421,-40.910035,Record design general everything. If will check.,"{""address"": ""90082 Veronica Locks\nLake Heather, IL 96990"", ""website"": ""http://www.lewis-johnson.com/""}",COCKTAIL_BAR,ACTIVE
Watson-Garcia,-3.568926,-41.090114,Action side sing that. Smile center above them must quickly.,"{""address"": ""227 Orozco Forges\nEast Jaredside, MS 21198"", ""website"": ""http://thomas.org/""}",COCKTAIL_BAR,ACTIVE
"Stevens, Lowe and Valdez",-3.720268,-40.991422,Term young thing. Account idea rather.,"{""address"": ""USNS Ramirez\nFPO AA 07949"", ""website"": ""https://mata.com/""}",ROOFTOP_BAR,ACTIVE
