name,latitude,longitude,description,type,status
Simpson-Hooper,-3.774786,-38.515199,Almost quickly goal try process grow kind. Only represent enter see space political her.,NIGHTCLUB,ACTIVE
Cooper-Schaefer,-3.807027,-38.498198,Would effort issue chance. Family evidence heart describe trade billion child own. Good approach town degree film.,CAFE,ACTIVE
"Montoya, Blackburn and Carter",-3.80289480142663,-38.4964406937934,Laugh mind three card tonight already situation.,ROOFTOP_BAR,ACTIVE
"Kennedy, Anderson and Rasmussen",-3.864976,-38.499091,Different long teacher trip choice father skill. Turn consumer child of nothing.,BAR,ACTIVE
"Allen, West and Molina",-3.831046,-38.611278,Write offer never tend return likely and. Speak range statement.,ROOFTOP_BAR,ACTIVE
"Richard, Villa and Harris",-3.875619,-38.600606,Smile eat good according change computer form. Democrat according its instead fish agency worker.,PUB,ACTIVE
Weber-Macias,-3.893331,-38.463539,Military environmental want me agree. Information little now agree development. Step research oil institution daughter.,RESTAURANT,ACTIVE
"Cameron, Moore and Wiley",-3.875345,-38.464315,First pick yet themselves avoid check. Course with easy modern water government specific. Report firm ask property large enjoy guy support.,LOUNGE,ACTIVE
"Davis, Hernandez and Terry",-3.859849,-38.464251,Language call serve economic director together. Trip while both government really resource. System season thousand because. Field half school window cultural.,COCKTAIL_BAR,ACTIVE
Perry-Sims,-3.903803,-38.391589,Station base deep trouble. Always owner cultural present marriage animal. Never live fall end friend.,RESTAURANT,ACTIVE
"Gray, Page and Ramsey",-3.859746,-38.385093,Across few around town finish color before. Too director five bank.,COCKTAIL_BAR,ACTIVE
Collins Ltd,-3.903461,-38.352716,Might full worry billion movie them. End ball cultural than reveal.,BREWERY,ACTIVE
"Werner, Adams and Davis",-3.923417,-38.324001,Sign discussion activity office miss thank perhaps. Teacher travel over its relate difference. Purpose outside any he staff range.,ROOFTOP_BAR,ACTIVE
Archer-Johnson,-3.948154,-38.350531,Quite site include security area. Year operation final significant clearly.,CAFE,ACTIVE
Allen Ltd,-2.82207903026688,-40.4119688272476,Occur game several do off. Level southern represent its forget kid wide.,LOUNGE,ACTIVE
Wright-Carey,-2.880809,-40.119482,Nature Mrs glass special environment. Voice right figure should allow.,WINERY,ACTIVE
Little-Randolph,-2.92026427010265,-40.1747569441795,This fire remain hold give. Growth total treatment according baby away. Show health trial fire drug box claim.,WINERY,ACTIVE
Benjamin Inc,-2.896169,-40.449361,Mention also authority this day manage maintain from. Set simply candidate recognize.,SPORTS_BAR,ACTIVE
"Barnett, Patel and Bradford",-3.125168,-40.150368,Edge protect billion gun whether. Do even administration rock inside. Environment pattern assume message past treatment whether buy.,RESTAURANT,ACTIVE
Burnett Inc,-3.601786,-40.45854,Usually represent turn image long. Treatment security prevent be exist product much may. Meeting grow social number choice.,WINERY,ACTIVE
Garcia Ltd,-3.670724,-40.350407,Executive film serve system. Trouble north program collection already whole Congress. Decision friend process coach.,CAFE,ACTIVE
Douglas-Roberts,-3.706449,-40.331878,Character glass room end skin. Tv staff western upon color.,RESTAURANT,ACTIVE
"Watson, Rice and Hines",-3.707026,-40.336425,Seek life medical top product. Concern play garden now according crime. Those speech project add floor coach network exactly.,LOUNGE,ACTIVE
Rogers Inc,-3.58319591852743,-40.546068817373,If those build teacher. Over face professional song part stand.,WINERY,ACTIVE
"Hayes, Keith and Ayala",-3.520424,-40.34674,Certain prove network standard particular measure audience. Door two young mind mind return. Material future popular everybody can.,ROOFTOP_BAR,ACTIVE
"Lawson, Hudson and Paul",-3.801421,-40.910035,Station whole company south few. Work manage build skill natural. Usually usually why think fact represent thousand.,LOUNGE,ACTIVE
Lyons PLC,-3.568926,-41.090114,Discussion serve bring during.,SPORTS_BAR,ACTIVE
Hall-Lamb,-3.720268,-40.991422,Enough fill art campaign team point star. Suffer care civil family.,NIGHTCLUB,ACTIVE
Pham-Allen,-3.4422918964849,-41.2020784020751,Color amount second because.,RESTAURANT,ACTIVE
Rogers PLC,-3.223535,-40.695012,Practice beyond for up cup cover. Situation attack medical state letter west.,BREWERY,ACTIVE
Bright Ltd,-3.122544,-40.833837,Run peace its tough nor discussion. The whether different political include throw. Result scene commercial know unit million. Education around PM young wall meeting.,COCKTAIL_BAR,ACTIVE
Hodge-Garcia,-2.91266972167834,-40.8500915765762,Full chair safe general. Early drop hotel. Stock measure beat hair.,RESTAURANT,ACTIVE
"Drake, Scott and Cherry",-3.019893,-41.136481,Apply reason significant admit meet. Out hot also specific student indeed particularly. Decision early such instead save they.,SPORTS_BAR,ACTIVE
"Lamb, Howell and Baker",-3.03187546967526,-41.2416806817055,Seem main lead. Center answer book option growth door.,SPORTS_BAR,ACTIVE
"Rivas, Norton and Obrien",-2.911352,-41.747955,Democrat until government morning study science. Want development serious senior.,ROOFTOP_BAR,ACTIVE
Robinson LLC,-2.902041,-41.779329,Really democratic off save art. Job way others agent.,COCKTAIL_BAR,ACTIVE
Mora-Black,-3.178889,-41.860001,Message record enough magazine.,FOOD_TRUCK,ACTIVE
"Phelps, Davis and Hernandez",-3.50732377623857,-42.194342315197,Body long floor ago. Enter end operation respond. Hospital training national. Mean in interesting report question.,PUB,ACTIVE
Harrell-Taylor,-3.739901,-42.311446,Travel word yard read by mouth. Go parent good reality section worker hope. Heavy exactly morning ask notice song century green.,COCKTAIL_BAR,ACTIVE
"Murray, Keller and Simpson",-3.71504713327877,-42.537978887558,But activity south while recent field. Knowledge reach employee improve bring manager. But feeling act maybe how.,ROOFTOP_BAR,ACTIVE
Thomas Group,-3.474111,-42.359417,Various different feeling visit perform. Relate computer century down approach success.,CAFE,ACTIVE
Harris Ltd,-3.396364,-42.389575,Same commercial involve information share. See place decision third new medical.,CAFE,ACTIVE
"Cook, Kelley and Ward",-3.116627,-42.412811,Gun development general. Card suddenly which lose education. Method hit also scene debate method.,WINERY,ACTIVE
"Henderson, Macias and Davis",-2.83846,-41.991947,Security blood environmental far. Present everybody food continue.,NIGHTCLUB,ACTIVE
Meyers Group,-2.789306,-42.302318,Property structure five home leave company. Draw ask leave discussion really sea.,WINERY,ACTIVE
"Stewart, Conner and Aguilar",-2.74519649726566,-42.8000944107771,Each tax success. Above charge realize west week piece. Impact movement son part budget.,ROOFTOP_BAR,ACTIVE
Duncan-Walker,-3.668011,-42.79678,They often itself fear. Article all trip race.,PUB,ACTIVE
Weber Ltd,-3.672243,-43.103934,Marriage election sometimes. Red check issue picture wide sell.,COCKTAIL_BAR,ACTIVE
Smith and Sons,-3.672243,-43.103934,Also positive police thousand party. Service write truth produce quickly yard. Age economic same run total past.,RESTAURANT,ACTIVE
"Ward, Phillips and Becker",-3.206992,-43.405273,Number manager live blue bank consumer. Hour accept at return green knowledge. Tell often billion shake across send finally.,NIGHTCLUB,ACTIVE
Johnson-Valentine,-3.332685,-43.530357,Threat direction standard difference write everyone. Join good focus particularly management station.,COCKTAIL_BAR,ACTIVE
Mcdowell-Middleton,-3.154753,-43.510874,Evidence reflect manager air. Mind nation worry kid modern something investment. Cut tree but process.,WINERY,ACTIVE
Smith Inc,-2.86417,-44.041555,Position act nor control. Development key involve agent.,ROOFTOP_BAR,ACTIVE
Cook LLC,-2.943094,-44.24692,Response study interview evidence early president. Population create trip government position audience. Recently cultural decide second success drug.,BREWERY,ACTIVE
Daniel LLC,-2.975861,-44.315723,Finally detail stuff help. Interview in appear imagine form.,NIGHTCLUB,ACTIVE
Henderson-Haney,-3.140713,-44.314096,Letter animal big east if beautiful people. Minute fly different information available. Image group let right.,COCKTAIL_BAR,ACTIVE
Castillo-Jackson,-2.929672,-44.055819,Make capital citizen thousand.,PUB,ACTIVE
Harris-Schwartz,-3.5425,-43.917167,Again population seem each successful thing career cut. Team build address might crime main wear. Husband often him animal.,COCKTAIL_BAR,ACTIVE
Ray-Swanson,-3.394228,-44.357431,Beat police main southern bed town hour. Level contain national music call may meet hand.,CAFE,ACTIVE
Johnson PLC,-3.574838,-44.579167,Arrive old a weight forward entire policy. Tell marriage order against inside boy staff interview. Ready quite another free. Decade teacher arm short lay surface.,SPORTS_BAR,ACTIVE
"Diaz, Porter and Hughes",-3.476044,-44.874895,Me significant five would great per. Might special quickly find inside organization.,SPORTS_BAR,ACTIVE
Campbell Inc,-3.210851,-44.997792,Police seat recognize rather agency success administration.,BAR,ACTIVE
Green-Jones,-2.993599,-44.996261,Never might center into today fear. Us bed fill hope.,WINERY,ACTIVE
"Barry, Kim and Grant",-2.889527,-44.880717,Vote whatever who indeed power against until. Law into baby ago sure friend sister although.,CAFE,ACTIVE
"Morales, Bradford and Parker",-2.958811,-44.799397,Key program assume myself. Kitchen east kid PM month five.,WINERY,ACTIVE
Hernandez Inc,-2.870923,-44.670185,Improve cell note majority adult heavy response. By spring news available hit structure local begin. Age good nature bag everything them.,BAR,ACTIVE
"Watkins, Morrow and Williams",-2.712676,-44.84845,Bad cup future new. Might pretty reason front know approach.,CAFE,ACTIVE
Chang-Johnson,-2.447892,-44.784968,Hear major hard guy color quality economic season. Particular money skill defense month society around kind.,RESTAURANT,ACTIVE
Thompson Group,-2.679086,-44.28758,From eight prevent enough traditional. Perform old old officer other work meeting. Ten baby increase age past organization.,COCKTAIL_BAR,ACTIVE
Obrien PLC,-2.61511839273289,-44.3026860058308,Blood staff small range trip teacher. Share foot peace in set hold.,RESTAURANT,ACTIVE
Mcmahon Ltd,-2.562919,-44.331047,Hair under oil huge specific agree. Account most shake beautiful black trade. Hot another challenge put trial phone avoid shake.,NIGHTCLUB,ACTIVE
Cooper-Fernandez,-2.501333,-44.291159,Strategy play guy in as any stuff. Ago and performance station specific threat suggest role. Along administration with detail amount voice particularly.,NIGHTCLUB,ACTIVE
"Jefferson, Gardner and Anthony",-2.5083968080605,-44.2640474438667,Republican magazine less. System now future feeling wrong.,ROOFTOP_BAR,ACTIVE
"Bean, Bowers and Smith",-2.533457,-44.283184,Central start forward oil add. Off gas thing mind very.,RESTAURANT,ACTIVE
"Cline, Freeman and Ward",-2.52884765236459,-44.3039640784264,Soon two draw church notice agency worker. Happy Mrs clearly whose old prepare amount. Pressure others area try provide.,LOUNGE,ACTIVE
George-Mills,-2.55767,-44.307013,Try to hold growth audience trade.,RESTAURANT,ACTIVE
"Cook, Reed and Allen",-2.54511,-44.281314,Something know worry water little. Right both expert base human office foreign. Feel begin little American without.,NIGHTCLUB,ACTIVE
Hernandez LLC,-2.55776553858083,-44.2652343213558,Sea usually describe seat study travel want. Want policy success someone.,LOUNGE,ACTIVE
Garcia Ltd,-2.5535332031807,-44.2201812565327,Public trade travel sell answer type. Congress customer assume along.,FOOD_TRUCK,ACTIVE
Pena Group,-2.55427,-44.205789,Decision six city manager forget fire. Small sing network picture drive property.,RESTAURANT,ACTIVE
Watson PLC,-2.51818013330668,-44.2467418313026,Hour first season seem. Room effort though field exactly why bit.,BAR,ACTIVE
Harrell-Allison,-2.502383,-44.226296,Dream feeling human call top reduce figure. Your door no man.,LOUNGE,ACTIVE
Jones PLC,-2.47965334599677,-44.1893975436688,With teacher forward but. Whatever north fill again. Benefit know baby himself fight.,SPORTS_BAR,ACTIVE
Mcdaniel PLC,-2.537666,-44.165071,Tonight oil security establish. Opportunity bed common fear five. Law through middle treat south.,RESTAURANT,ACTIVE
Lucas-Russell,-2.56868192510021,-44.2267526686192,Return everybody forget. Artist card vote majority.,WINERY,ACTIVE
Armstrong PLC,-2.57452191244542,-44.2429639399052,Sort spend about certain option economic two. Lay court land as member information such. Cold course truth or rate should degree.,BREWERY,ACTIVE
Harrington-Farrell,-2.562397,-44.055813,Long party cultural when decade every. Box low night.,SPORTS_BAR,ACTIVE
Palmer-Barnett,-1.996164,-44.535255,Challenge throughout effect environment sister hundred bank. Opportunity real story measure. Everybody glass still.,ROOFTOP_BAR,ACTIVE
"Landry, Farrell and Schmitt",-2.070223,-44.783843,Challenge fish agent fly response trip provide. Tax might public live power detail every study. Already word heavy.,FOOD_TRUCK,ACTIVE
Ellis-Ali,-2.197059,-44.829136,Movie still however sort him future. State issue or side include. Clear voice couple enough system.,FOOD_TRUCK,ACTIVE
Johnson-Jimenez,-1.824641,-44.866451,Easy soon role. Those interest risk music series quickly example American. Save mention nor interview ok behavior.,ROOFTOP_BAR,ACTIVE
